CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Alyssa Bailey,59,1,75000,1,2,0,1,2,1,2
Alyssa Barnes,76,0,100000,1,5,0,4,4,1,2
Alyssa Bradley,47,1,50000,1,0,0,5,3,1,0
Alyssa Brooks,69,1,50000,1,2,1,2,5,1,2
Alyssa Brown,75,1,50000,1,3,0,4,4,1,2
Alyssa Bryant,47,1,75000,1,1,0,5,5,1,0
Alyssa Butler,51,0,50000,1,3,3,4,2,0,2
Alyssa Clark,42,0,50000,1,0,0,3,2,0,1
Alyssa Coleman,51,1,150000,1,1,1,5,4,1,4
Alyssa Cook,52,1,75000,1,4,2,4,2,1,2
Alyssa Cooper,55,0,150000,1,1,3,4,4,0,3
Alyssa Cox,50,1,150000,1,0,1,5,4,1,3
Alyssa Davis,65,0,75000,1,2,1,2,5,1,2
Alyssa Diaz,51,0,100000,1,3,3,4,2,0,1
Alyssa Flores,48,0,75000,1,0,0,4,5,0,1
Alyssa Foster,41,0,50000,1,3,3,3,3,1,2
Alyssa Garcia,62,1,75000,1,3,0,1,2,1,2
Alyssa Gonzales,63,0,150000,1,3,4,4,4,1,4
Alyssa Gray,49,0,75000,1,0,0,5,5,0,1
Alyssa Hall,47,1,100000,1,3,0,5,5,1,0
Alyssa Harris,81,1,150000,1,2,3,5,4,1,3
Alyssa Henderson,47,1,75000,1,1,0,5,5,1,0
Alyssa Howard,62,0,25000,1,3,0,1,1,0,2
Alyssa Hughes,58,1,100000,1,1,0,3,2,1,1
Alyssa Jackson,60,1,50000,1,1,0,3,3,1,1
Alyssa James,67,1,75000,1,2,1,3,5,0,0
Alyssa Jenkins,42,0,50000,1,0,0,3,2,0,1
Alyssa Johnson,61,0,25000,1,3,0,1,3,0,2
Alyssa Jones,58,0,75000,1,1,0,4,5,0,1
Alyssa Kelly,38,1,75000,1,0,0,3,2,0,2
Alyssa Lee,40,0,50000,1,0,0,3,3,1,1
Alyssa Lewis,49,0,50000,1,2,2,4,2,0,1
Alyssa Martin,48,1,100000,1,5,5,4,5,1,4
Alyssa Martinez,70,1,75000,1,4,0,4,4,1,2
Alyssa Miller,52,0,100000,1,0,0,3,5,1,1
Alyssa Moore,46,1,75000,1,4,0,5,5,1,0
Alyssa Morgan,46,0,75000,1,4,0,5,5,1,0
Alyssa Morris,48,1,100000,1,0,0,4,4,0,1
Alyssa Murphy,52,0,75000,1,4,2,4,2,0,2
Alyssa Patterson,51,1,150000,1,2,2,5,4,1,2
Alyssa Perry,56,1,150000,1,1,3,2,5,1,4
Alyssa Powell,47,0,75000,1,1,0,5,5,1,0
Alyssa Price,68,0,75000,1,2,1,3,5,1,1
Alyssa Ramirez,49,0,75000,1,0,0,5,5,0,1
Alyssa Reed,50,1,150000,1,0,1,5,4,1,3
Alyssa Richardson,49,1,50000,1,2,2,4,2,1,1
Alyssa Rivera,40,0,50000,1,0,0,3,2,1,1
Alyssa Robinson,59,1,75000,1,2,0,2,5,1,2
Alyssa Rodriguez,60,1,75000,1,3,2,3,5,1,1
Alyssa Rogers,70,1,75000,1,4,0,4,4,1,2
Alyssa Ross,57,0,75000,1,4,0,5,2,1,0
Alyssa Russell,55,1,150000,1,1,3,3,5,0,4
Alyssa Sanchez,48,0,75000,1,0,0,4,5,1,1
Alyssa Sanders,38,0,50000,1,0,0,3,2,0,1
Alyssa Smith,54,0,150000,1,1,1,3,5,0,4
Alyssa Stewart,40,0,50000,1,0,0,3,2,0,1
Alyssa Taylor,42,0,50000,1,0,0,3,2,0,1
Alyssa Thomas,50,0,25000,1,2,2,2,1,1,0
Alyssa Thompson,42,0,50000,1,3,3,3,3,1,1
Alyssa Ward,38,1,25000,1,0,0,3,1,0,1
Alyssa Watson,76,0,75000,1,3,0,4,4,0,2
Alyssa West,42,0,50000,1,0,0,2,1,0,1
Alyssa White,52,0,100000,1,0,0,3,5,0,1
Alyssa Wilson,46,1,50000,1,1,1,4,2,1,0
Alyssa Wood,68,0,75000,1,2,1,4,4,1,0
Amanda Adams,43,0,100000,1,0,0,4,4,0,1
Amanda Alexander,44,1,75000,1,1,1,4,2,1,0
Amanda Allen,59,1,50000,1,2,0,2,2,1,2
Amanda Bailey,40,1,75000,1,0,0,3,2,1,2
Amanda Baker,49,1,100000,1,1,0,4,4,1,2
Amanda Barnes,63,1,25000,1,2,0,2,1,0,2
Amanda Bennett,74,0,50000,1,4,0,4,4,0,2
Amanda Bradley,48,0,100000,1,0,0,4,4,0,1
Amanda Brooks,70,1,75000,1,4,1,4,4,1,1
Amanda Bryant,53,1,75000,1,4,2,4,5,1,2
Amanda Butler,63,0,75000,1,3,0,5,4,1,2
Amanda Campbell,65,1,75000,1,2,1,3,5,0,2
Amanda Carter,39,1,75000,1,0,0,3,2,1,2
Amanda Coleman,46,1,100000,1,4,4,5,4,0,1
Amanda Collins,57,1,75000,1,4,0,5,2,1,0
Amanda Cook,53,1,100000,1,0,0,3,5,1,1
Amanda Cook,53,1,100000,1,0,0,3,5,1,1
Amanda Cooper,51,0,100000,1,4,4,4,2,0,2
Amanda Cox,56,1,75000,1,1,0,3,2,1,1
Amanda Diaz,49,1,50000,1,5,5,2,2,0,3
Amanda Edwards,55,1,75000,1,1,0,3,2,1,1
Amanda Evans,76,1,25000,1,1,0,4,3,1,0
Amanda Flores,39,0,50000,1,0,0,2,2,0,2
Amanda Foster,69,1,75000,1,4,1,4,4,1,1
Amanda Gonzales,50,0,75000,1,0,0,5,2,1,0
Amanda Gonzalez,43,0,75000,1,0,0,3,5,0,2
Amanda Gray,65,0,75000,1,2,1,2,5,1,2
Amanda Green,65,1,75000,1,2,1,3,5,1,2
Amanda Griffin,53,1,150000,1,3,2,4,4,1,4
Amanda Hall,47,1,100000,1,2,0,4,5,0,0
Amanda Henderson,70,1,75000,1,5,0,4,4,1,4
Amanda Hernandez,61,1,75000,1,4,3,2,5,1,0
Amanda Hill,49,0,75000,1,0,0,5,5,0,1
Amanda Howard,55,1,150000,1,1,3,4,4,1,3
Amanda Hughes,37,1,50000,1,0,0,3,3,0,1
Amanda James,61,1,50000,1,2,0,2,2,1,2
Amanda Jenkins,50,0,100000,1,0,0,5,4,0,1
Amanda King,72,0,50000,1,5,0,1,3,0,2
Amanda Long,73,0,75000,1,4,0,4,4,0,2
Amanda Lopez,67,1,50000,1,4,0,2,5,1,2
Amanda Mitchell,47,1,100000,1,3,0,5,5,1,0
Amanda Morgan,60,1,50000,1,1,0,3,3,1,1
Amanda Morris,56,1,75000,1,1,0,3,2,1,1
Amanda Nelson,59,1,50000,1,1,0,3,3,1,1
Amanda Parker,68,1,50000,1,2,1,2,5,1,2
Amanda Perez,52,0,25000,1,2,2,2,1,1,2
Amanda Perry,50,1,150000,1,0,1,5,4,1,3
Amanda Peterson,58,0,75000,1,1,0,4,5,1,1
Amanda Phillips,66,0,100000,1,3,1,4,4,1,2
Amanda Powell,64,0,50000,1,3,0,2,2,1,2
Amanda Price,40,0,75000,1,0,0,3,2,0,2
Amanda Ramirez,36,0,25000,1,0,0,3,2,0,2
Amanda Richardson,70,1,75000,1,5,0,4,4,1,2
Amanda Rivera,36,1,50000,1,0,0,2,2,0,2
Amanda Roberts,64,0,75000,1,2,1,1,2,1,3
Amanda Rogers,52,0,50000,1,4,2,4,2,1,2
Amanda Ross,36,0,25000,1,0,0,1,1,0,2
Amanda Russell,39,0,50000,1,0,0,2,2,0,2
Amanda Sanders,54,1,75000,1,1,0,3,2,1,1
Amanda Scott,46,1,50000,1,1,1,4,2,1,0
Amanda Simmons,61,1,50000,1,1,0,3,3,1,1
Amanda Stewart,71,1,75000,1,4,0,4,4,1,2
Amanda Torres,42,1,75000,1,0,0,3,5,1,2
Amanda Turner,45,1,75000,1,1,1,5,2,1,0
Amanda Ward,63,1,25000,1,2,0,2,1,0,2
Amanda Washington,65,1,75000,1,2,1,3,5,0,1
Amanda Watson,49,1,100000,1,1,0,4,4,1,2
Amanda Wood,47,0,100000,1,3,0,5,5,0,0
Amanda Wright,47,1,75000,1,1,0,5,5,1,0
Amanda Young,58,1,50000,1,1,0,3,3,1,1
Amber Adams,55,0,75000,1,1,0,3,2,0,1
Amber Allen,56,1,25000,1,1,1,2,1,1,1
Amber Baker,55,1,75000,1,1,0,3,2,1,1
Amber Campbell,49,0,75000,1,0,0,5,5,0,1
Amber Carter,53,0,75000,1,0,0,4,5,0,1
Amber Collins,54,1,75000,1,1,0,3,2,1,1
Amber Edwards,69,1,75000,1,2,1,3,5,1,1
Amber Evans,62,0,100000,1,3,1,3,5,0,2
Amber Gonzalez,50,1,75000,1,0,0,5,5,0,0
Amber Green,56,1,75000,1,1,0,3,2,1,1
Amber Hall,59,1,50000,1,2,0,2,2,0,2
Amber Hernandez,37,0,75000,1,0,0,3,2,1,2
Amber Hill,50,1,75000,1,4,0,5,5,1,0
Amber King,83,1,75000,1,3,0,5,4,0,2
Amber Lopez,60,1,75000,1,2,0,2,5,0,2
Amber Mitchell,39,0,75000,1,0,0,3,2,1,2
Amber Nelson,57,0,50000,1,2,0,3,3,0,1
Amber Parker,41,0,50000,1,0,0,3,3,0,1
Amber Perez,62,1,75000,1,2,0,1,2,1,2
Amber Phillips,39,0,50000,1,0,0,1,3,1,2
Amber Roberts,44,1,50000,1,1,1,5,2,1,0
Amber Scott,60,1,50000,1,1,0,3,3,1,1
Amber Turner,65,1,75000,1,4,2,3,5,0,2
Amber Wright,50,0,50000,1,0,0,4,5,0,0
Amber Young,76,1,75000,1,3,0,5,4,1,2
Amy Cai,46,1,150000,1,0,5,2,4,1,4
Amy Chow,46,1,150000,1,0,5,1,5,1,4
Amy Gao,55,1,75000,1,1,0,3,2,1,1
Amy Guo,44,0,75000,1,1,0,5,5,1,0
Amy He,38,0,25000,1,0,0,4,3,0,0
Amy Hu,55,1,75000,1,5,4,3,2,1,3
Amy Huang,36,1,25000,1,0,0,4,3,1,0
Amy Li,55,1,50000,1,4,0,5,3,1,0
Amy Liang,49,0,75000,1,2,2,4,5,1,1
Amy Lin,41,0,50000,1,0,0,3,3,0,1
Amy Lu,59,1,75000,1,2,1,3,5,1,0
Amy Ma,54,0,75000,1,1,0,4,5,1,1
Amy Sun,70,1,150000,1,3,4,4,4,1,4
Amy Wu,60,0,100000,1,2,0,2,2,0,2
Amy Yang,60,1,25000,1,2,0,3,1,1,0
Amy Ye,60,0,75000,1,2,0,2,2,1,2
Amy Zeng,70,1,50000,1,2,0,3,3,0,2
Amy Zhang,60,0,75000,1,1,0,3,2,1,1
Amy Zhao,68,1,150000,1,4,5,2,4,1,4
Amy Zheng,76,0,25000,1,2,0,4,3,0,1
Amy Zhu,49,1,75000,1,5,5,4,5,1,3
Ana Alexander,48,1,50000,1,0,0,4,3,1,0
Ana Barnes,64,1,50000,1,3,0,3,5,0,2
Ana Bradley,50,0,75000,1,0,0,5,5,1,0
Ana Bryant,56,0,25000,1,1,1,2,1,0,1
Ana Butler,59,1,75000,1,2,1,3,5,1,0
Ana Coleman,63,1,75000,1,3,0,5,4,1,2
Ana Diaz,60,1,50000,1,2,0,2,2,0,2
Ana Flores,61,1,50000,1,1,0,2,3,0,2
Ana Foster,61,1,75000,1,2,0,2,5,0,2
Ana Griffin,43,0,75000,1,0,0,3,5,0,2
Ana Hayes,58,1,100000,1,5,4,5,4,1,0
Ana Henderson,56,0,50000,1,0,0,4,5,0,1
Ana Long,60,0,25000,1,3,0,1,3,1,2
Ana Patterson,45,1,75000,1,1,0,5,5,0,0
Ana Perry,66,1,50000,1,2,1,1,2,1,2
Ana Powell,43,0,50000,1,1,0,5,2,1,0
Ana Price,36,1,75000,1,0,0,3,2,0,2
Ana Ross,46,1,50000,1,1,1,4,2,1,1
Ana Russell,74,1,100000,1,5,0,4,4,1,2
Ana Simmons,55,0,100000,1,4,3,2,5,1,1
Ana Washington,39,0,50000,1,0,0,2,2,1,2
Ana Wood,56,0,100000,1,4,3,2,5,0,2
Anders Skjønaa,74,0,25000,1,3,0,3,1,0,1
Andre Arun,64,0,25000,0,3,0,3,1,0,2
Andre Chandra,78,1,50000,0,2,0,4,4,0,2
Andre Garcia,47,1,150000,0,0,5,4,4,1,4
Andre Gonzalez,51,1,50000,0,3,3,4,2,1,3
Andre Kapoor,38,1,50000,0,3,3,3,3,1,2
Andre Kovár,46,0,50000,0,0,0,5,2,0,0
Andre Lopez,65,1,150000,0,5,5,3,5,1,4
Andre Madan,46,0,25000,0,0,0,3,1,1,1
Andre Martinez,63,1,150000,0,4,5,3,5,1,2
Andre Mehta,69,1,75000,0,2,1,3,5,1,1
Andre Patel,52,0,25000,0,3,3,2,1,1,0
Andre Perez,45,1,25000,0,0,0,1,1,0,2
Andre Prasad,60,1,150000,0,3,4,2,5,1,4
Andre Raman,52,1,25000,0,3,2,1,1,1,2
Andre Rana,46,1,25000,0,1,1,2,1,0,1
Andre Sai,68,0,50000,0,4,0,2,5,0,2
Andre Sanchez,50,1,100000,0,0,0,4,5,1,0
Andre Sara,41,1,50000,0,1,1,4,2,1,0
Andre Smith,49,1,75000,0,5,5,4,5,1,3
Andre Subram,44,0,50000,0,1,1,3,3,0,1
Andre Suri,57,1,50000,0,3,0,5,3,1,0
Andrea Adams,52,0,150000,1,0,0,5,4,0,3
Andrea Allen,38,1,75000,1,0,0,3,2,1,2
Andrea Baker,54,0,75000,1,1,0,4,5,0,1
Andrea Bell,41,1,50000,1,0,0,2,2,1,2
Andrea Brooks,58,1,50000,1,2,0,3,3,1,1
Andrea Campbell,54,0,25000,1,1,0,5,3,1,0
Andrea Collins,39,0,25000,1,1,1,2,1,0,0
Andrea Cook,70,1,50000,1,5,0,2,5,0,4
Andrea Cooper,40,0,50000,1,0,0,2,2,1,2
Andrea Cox,39,0,50000,1,0,0,3,3,0,1
Andrea Edwards,77,1,75000,1,3,0,4,4,1,2
Andrea Evans,75,0,50000,1,3,0,4,4,1,2
Andrea Gonzalez,57,1,75000,1,4,3,4,5,1,0
Andrea Gray,40,0,75000,1,0,0,3,5,1,2
Andrea Green,56,1,150000,1,1,3,3,5,0,3
Andrea Hall,55,1,50000,1,4,3,2,2,1,4
Andrea Hernandez,72,1,75000,1,4,0,4,4,1,2
Andrea Hill,38,0,75000,1,0,0,3,2,0,2
Andrea Howard,61,1,50000,1,1,0,3,3,1,1
Andrea James,70,0,50000,1,5,0,2,5,0,3
Andrea Kelly,51,0,100000,1,3,3,4,2,1,2
Andrea King,49,0,75000,1,0,0,5,5,1,1
Andrea Lopez,60,1,150000,1,3,4,2,5,1,4
Andrea Morgan,61,1,75000,1,2,0,2,5,0,2
Andrea Morris,70,1,75000,1,3,1,4,4,0,1
Andrea Murphy,44,0,75000,1,2,0,5,5,1,0
Andrea Parker,62,1,50000,1,1,0,2,3,1,1
Andrea Perez,67,1,75000,1,2,1,3,5,1,0
Andrea Peterson,36,1,50000,1,0,0,3,2,1,2
Andrea Phillips,50,1,75000,1,0,0,5,5,1,0
Andrea Ramirez,56,1,75000,1,1,0,3,2,1,1
Andrea Reed,42,1,75000,1,0,0,3,5,1,2
Andrea Richardson,50,0,75000,1,0,0,5,2,1,0
Andrea Roberts,50,0,150000,1,0,1,5,4,0,4
Andrea Rogers,40,0,50000,1,0,0,2,2,0,2
Andrea Rusko,54,0,25000,1,1,0,5,3,0,0
Andrea Sanchez,64,1,75000,1,2,1,1,2,1,3
Andrea Sanders,43,0,75000,1,0,0,3,2,1,1
Andrea Stewart,45,1,50000,1,1,1,5,2,1,0
Andrea Torres,47,0,50000,1,1,0,4,3,1,0
Andrea Turner,58,1,75000,1,1,0,4,5,1,1
Andrea Ward,50,1,75000,1,0,0,5,5,1,0
Andrea Watson,46,1,50000,1,1,1,4,2,1,0
Andrea Wright,45,1,75000,1,1,0,5,5,1,0
Andrea Young,61,1,100000,1,2,1,2,5,1,1
Andrés Anand,54,1,75000,0,1,0,4,5,1,1
Andres Andersen,52,0,50000,0,2,2,3,3,1,2
Andres Chander,39,1,25000,0,0,0,2,1,0,2
Andres Chavez,40,0,50000,0,0,0,2,2,1,2
Andres Deng,43,0,25000,0,0,0,1,1,0,2
Andres Goel,44,0,50000,0,0,0,2,1,1,1
Andres Jai,61,1,100000,0,2,1,2,5,1,2
Andres Kumar,42,0,75000,0,0,0,2,5,0,2
Andres Lal,43,0,150000,0,5,5,4,5,1,4
Andres Luo,67,0,75000,0,2,1,4,4,0,0
Andres Nara,68,1,100000,0,4,1,2,4,1,3
Andres Nath,47,1,50000,0,0,0,5,3,1,0
Andres Pal,48,1,50000,0,0,0,5,3,1,0
Andres Raje,42,1,50000,0,1,1,4,2,1,0
Andres Raji,46,1,100000,0,2,0,4,5,1,0
Andres Shan,47,1,50000,0,0,0,5,2,1,0
Andres Sharma,72,1,25000,0,4,0,2,2,1,2
Andres Shen,43,1,50000,0,1,1,4,2,1,0
Andres Xie,58,1,150000,0,2,3,4,4,0,4
Andrew Anderson,51,1,150000,0,1,1,5,4,1,4
Andrew Brown,60,1,75000,0,2,0,2,5,0,2
Andrew Clark,41,0,50000,0,0,0,2,2,1,1
Andrew Davis,37,0,75000,0,0,0,3,2,1,1
Andrew Garcia,42,0,50000,0,0,0,5,2,1,0
Andrew Jackson,52,1,100000,0,4,3,4,4,1,0
Andrew Johnson,44,1,50000,0,1,1,5,2,0,0
Andrew Jones,64,1,150000,0,4,5,4,4,0,3
Andrew Lan,73,1,75000,0,4,0,4,4,1,2
Andrew Lee,57,1,75000,0,4,3,4,5,1,0
Andrew Lewis,52,1,50000,0,2,2,3,3,1,2
Andrew Martinez,59,1,50000,0,1,0,3,3,1,1
Andrew Miller,50,1,100000,0,3,3,4,2,1,1
Andrew Moore,56,1,75000,0,1,0,3,2,1,1
Andrew Robinson,59,1,50000,0,1,0,3,3,1,1
Andrew Rodriguez,49,1,50000,0,0,0,4,5,0,1
Andrew Smith,41,0,50000,0,4,4,3,3,1,0
Andrew Taylor,74,0,50000,0,4,0,4,4,0,2
Andrew Thomas,68,1,75000,0,4,1,4,4,1,2
Andrew Walker,44,1,75000,0,1,0,5,2,1,0
Andrew Wedge,73,0,150000,0,1,3,5,4,0,2
Andrew Williams,43,1,25000,0,0,0,1,1,1,2
Andrew Wilson,58,1,100000,0,5,0,5,5,1,0
Andy Alonso,36,0,50000,0,0,0,2,2,0,2
Andy Alvarez,76,0,100000,0,5,0,4,4,1,2
Andy Blanco,48,0,25000,0,1,1,3,1,0,0
Andy Carlson,42,0,50000,0,0,0,3,3,1,1
Andy Diaz,55,1,50000,0,4,0,5,3,1,0
Andy Dominguez,38,1,25000,0,0,0,3,1,0,1
Andy Gill,53,0,50000,0,2,2,3,3,1,0
Andy Gomez,53,0,75000,0,3,2,4,5,0,2
Andy Gutierrez,48,1,25000,0,1,1,3,1,1,1
Andy Hernandez,55,0,150000,0,1,3,4,4,1,3
Andy Jiménez,54,0,50000,0,5,0,5,3,1,0
Andy Martin,45,0,50000,0,2,2,3,3,1,1
Andy Munoz,47,1,75000,0,5,0,5,5,0,0
Andy Navarro,49,1,25000,0,1,1,3,1,1,1
Andy Ortega,54,1,50000,0,1,0,3,3,1,1
Andy Romero,44,1,50000,0,1,1,4,2,1,1
Andy Rubio,54,0,25000,0,1,0,5,3,1,0
Andy Ruth,40,0,50000,1,0,0,3,3,1,1
Andy Serrano,52,0,25000,0,3,3,2,1,1,1
Andy Suarez,51,0,25000,0,2,2,2,1,1,1
Andy Torres,52,1,50000,0,1,0,4,2,0,0
Andy Vazquez,55,0,75000,0,1,0,3,2,1,1
Angel Adams,59,1,75000,0,2,0,1,2,0,2
Angel Allen,58,0,75000,0,1,0,4,5,1,1
Angel Bailey,58,1,75000,0,1,0,4,5,1,1
Angel Baker,46,1,100000,0,2,0,5,5,1,0
Angel Brooks,58,0,50000,0,2,0,2,2,0,2
Angel Campbell,58,0,75000,0,1,0,4,5,1,1
Angel Carter,65,0,50000,0,3,0,3,5,0,2
Angel Cook,66,1,75000,0,2,1,3,5,1,2
Angel Cooper,41,1,50000,0,0,0,3,3,0,1
Angel Cox,72,1,25000,0,4,0,2,2,0,2
Angel Edwards,42,1,50000,0,0,0,2,5,1,2
Angel Evans,69,1,50000,0,2,0,3,3,0,2
Angel Gonzalez,54,1,100000,0,1,2,3,5,1,3
Angel Gray,49,0,50000,0,0,0,4,3,0,0
Angel Hall,51,0,50000,0,3,3,4,2,1,1
Angel Hill,59,1,100000,0,2,0,3,5,1,1
Angel Howard,43,1,50000,0,1,1,4,2,1,1
Angel James,69,1,50000,0,4,0,2,5,0,2
Angel Kelly,48,0,100000,0,4,4,4,4,0,2
Angel King,57,1,50000,0,2,0,3,3,1,1
Angel Lopez,61,0,50000,0,2,0,2,2,0,2
Angel Mitchell,49,0,75000,0,2,2,4,2,1,1
Angel Morgan,48,0,50000,0,0,0,5,3,1,0
Angel Morris,46,1,50000,0,1,1,4,2,1,1
Angel Murphy,98,0,50000,0,2,0,2,2,1,2
Angel Nelson,63,0,50000,0,2,0,3,2,0,2
Angel Parker,43,0,75000,0,0,0,3,2,0,2
Angel Perez,63,1,75000,0,3,0,5,4,1,2
Angel Peterson,82,0,150000,0,1,2,5,4,0,3
Angel Phillips,60,0,75000,0,4,3,3,5,0,0
Angel Ramirez,39,0,50000,0,0,0,3,2,0,1
Angel Reed,64,1,50000,0,3,0,3,5,0,2
Angel Richardson,63,1,100000,0,3,2,3,5,1,1
Angel Rivera,62,1,100000,0,3,0,1,2,1,2
Angel Roberts,54,1,150000,0,1,2,4,4,1,4
Angel Rogers,56,1,75000,0,1,0,3,2,1,1
Angel Sanders,63,1,50000,0,1,0,4,2,1,1
Angel Scott,65,1,75000,0,2,1,3,5,0,1
Angel Stewart,64,1,75000,0,4,2,3,5,1,2
Angel Torres,54,0,100000,0,1,2,3,5,0,3
Angel Turner,52,1,50000,0,2,2,3,1,0,0
Angel Ward,44,0,50000,0,4,4,3,3,1,1
Angel Wright,54,0,50000,0,5,0,5,3,0,0
Angel Young,57,0,75000,0,4,3,4,5,1,0
Angela Alexander,79,1,50000,1,3,0,5,4,1,2
Angela Bailey,62,0,25000,1,3,0,1,3,1,2
Angela Barnes,48,0,100000,1,0,0,4,4,0,1
Angela Bell,55,1,100000,1,3,2,3,5,1,4
Angela Bennett,52,0,100000,1,5,2,3,5,1,0
Angela Brooks,45,1,75000,1,1,0,5,2,1,0
Angela Butler,50,0,150000,1,0,1,5,4,0,3
Angela Coleman,75,1,75000,1,3,0,5,4,1,2
Angela Cook,51,0,25000,1,5,3,1,1,1,2
Angela Cooper,49,0,50000,1,0,0,3,2,0,1
Angela Cox,72,0,50000,1,5,0,1,3,1,2
Angela Diaz,46,1,50000,1,1,1,4,2,1,0
Angela Flores,52,0,75000,1,5,5,4,2,0,3
Angela Foster,57,1,50000,1,2,0,3,3,0,1
Angela Gonzales,41,1,50000,1,0,0,2,2,0,2
Angela Gray,74,1,150000,1,2,4,5,4,1,3
Angela Griffin,36,0,50000,1,0,0,1,3,0,2
Angela Hayes,56,1,150000,1,1,3,2,5,1,4
Angela Henderson,46,1,100000,1,4,4,5,4,1,1
Angela Howard,59,1,50000,1,2,0,2,2,1,2
Angela Hughes,52,0,150000,1,2,2,4,4,0,3
Angela James,40,1,50000,1,0,0,2,2,1,2
Angela Jenkins,42,1,100000,1,0,0,4,5,0,3
Angela Kelly,36,1,50000,1,0,0,2,2,0,2
Angela Long,62,0,75000,1,2,0,1,2,0,2
Angela Morgan,68,0,50000,1,2,1,2,5,1,2
Angela Morris,47,1,100000,1,3,0,5,5,1,0
Angela Murphy,41,0,50000,1,0,0,2,2,1,2
Angela Patterson,50,0,75000,1,4,0,5,5,1,0
Angela Perry,43,0,50000,1,1,0,5,2,1,0
Angela Peterson,59,0,100000,1,2,0,3,5,0,1
Angela Powell,56,0,50000,1,4,2,2,2,1,2
Angela Price,56,0,150000,1,1,3,2,5,1,4
Angela Ramirez,47,0,75000,1,5,5,5,5,1,2
Angela Reed,49,0,50000,1,0,0,3,2,1,1
Angela Rivera,57,1,25000,1,2,0,3,1,1,1
Angela Rogers,51,0,100000,1,4,4,4,2,1,1
Angela Ross,54,1,100000,1,1,2,3,5,1,3
Angela Russell,48,0,100000,1,0,0,4,4,1,1
Angela Sánchez,42,0,50000,1,3,3,3,3,1,1
Angela Sanders,80,1,100000,1,4,0,4,4,1,2
Angela Simmons,40,0,50000,1,0,0,2,2,1,2
Angela Stewart,61,0,75000,1,2,0,2,5,1,2
Angela Torres,51,1,50000,1,1,0,4,2,1,0
Angela Ward,51,0,50000,1,3,3,4,2,0,1
Angela Washington,38,0,50000,1,0,0,2,2,0,2
Angela Watson,62,1,25000,1,2,0,3,1,1,1
Angela Wood,60,0,50000,1,2,0,2,2,0,2
Angelica Alexander,51,1,100000,1,4,4,3,5,1,3
Angelica Barnes,42,0,75000,1,0,0,4,5,0,4
Angelica Bennett,57,1,75000,1,4,0,5,2,1,0
Angelica Bryant,49,1,50000,1,2,2,4,2,1,1
Angelica Butler,46,0,25000,1,0,0,3,1,0,1
Angelica Coleman,61,1,100000,1,3,2,3,5,1,1
Angelica Diaz,62,1,50000,1,1,0,2,3,1,1
Angelica Flores,58,1,25000,1,1,0,4,1,1,0
Angelica Foster,58,0,75000,1,4,0,5,2,1,0
Angelica Gonzales,42,0,50000,1,3,3,3,3,0,2
Angelica Griffin,37,1,75000,1,0,0,3,2,1,2
Angelica Hayes,77,0,75000,1,3,0,5,4,1,2
Angelica Henderson,78,1,150000,1,2,4,5,4,1,0
Angelica Hughes,43,0,75000,1,0,0,3,2,0,2
Angelica Jenkins,67,0,75000,1,2,1,3,5,1,2
Angelica Long,46,0,100000,1,4,4,5,4,1,1
Angelica Patterson,54,0,150000,1,1,3,3,5,0,4
Angelica Perry,44,1,75000,1,1,0,5,5,1,0
Angelica Powell,61,0,25000,1,3,0,1,3,1,2
Angelica Ross,55,1,75000,1,1,0,3,2,1,1
Angelica Russell,67,0,75000,1,2,1,3,5,1,2
Angelica Washington,55,0,150000,1,1,3,4,4,0,3
Angelica Wood,64,0,75000,1,2,1,1,2,1,2
Anibal Sousa,60,0,25000,0,1,0,4,3,1,0
Ann Arun,59,1,50000,1,1,0,3,3,1,1
Ann Chandra,44,0,150000,1,0,5,2,4,1,3
Ann Fernandez,47,0,75000,1,5,5,5,5,1,2
Ann Gonzalez,47,1,100000,1,1,0,5,4,1,0
Ann Kapoor,45,0,25000,1,0,0,1,1,0,2
Ann Lopez,55,0,25000,1,1,1,3,1,0,0
Ann Madan,47,1,100000,1,1,0,5,4,1,0
Ann Malhotra,60,0,150000,1,2,4,3,5,1,4
Ann Martinez,59,0,100000,1,1,0,3,2,1,1
Ann Mehta,69,1,25000,1,2,1,2,2,1,2
Ann Patel,67,1,25000,1,2,1,1,3,1,2
Ann Prasad,54,0,75000,1,1,0,4,5,1,1
Ann Raman,72,0,50000,1,5,0,1,3,1,2
Ann Rana,63,1,150000,1,2,5,3,5,0,1
Ann Rodriguez,63,1,150000,1,4,5,3,5,1,2
Ann Sai,41,0,75000,1,0,0,4,5,0,2
Ann Sanchez,51,0,50000,1,0,0,4,5,0,1
Ann Sara,72,1,25000,1,5,0,2,2,1,2
Ann Subram,47,0,100000,1,1,0,5,4,1,0
Ann Suri,39,0,50000,1,0,0,3,3,1,1
Ann Van,61,0,150000,1,3,4,1,5,1,4
Anna Alexander,74,1,150000,1,2,4,5,4,1,3
Anna Anderson,60,1,50000,1,1,0,3,3,1,1
Anna Bailey,56,1,100000,1,4,3,2,5,1,3
Anna Barnes,41,0,75000,1,0,0,3,2,0,2
Anna Bell,49,0,75000,1,0,0,5,5,0,1
Anna Brooks,45,0,75000,1,1,0,5,2,1,0
Anna Brown,57,0,75000,1,4,0,5,2,1,0
